https://www.hituji.jp/comret/info/saitama/saitama/plendy-share-iwatsuki,さいたま市,岩槻駅,"￥29,000","￥15,000"
https://www.hituji.jp/comret/info/saitama/saitama/shareplace-urawa,さいたま市,浦和駅,"￥47,000","￥17,000"
https://www.hituji.jp/comret/info/saitama/soka/urban-terrace-dokkyodaigakumae,草加市,獨協大学前〈草加松原〉駅,"￥36,000","￥19,200"
https://www.hituji.jp/comret/info/saitama/saitama/omiya-mosaic-parkshare,さいたま市,土呂駅,"￥40,000","￥15,000"
https://www.hituji.jp/comret/info/saitama/kawaguchi/dormys-warabi,川口市,蕨駅,"￥45,000","￥19,800"
https://www.hituji.jp/comret/info/saitama/niiza/maplehouse-hibarigaoka,新座市,ひばりヶ丘駅,"￥44,000","￥16,000"
https://www.hituji.jp/comret/info/saitama/soka/tudoi-2,草加市,谷塚駅,"￥37,000",管理費6000、水道光熱費実費。
https://www.hituji.jp/comret/info/saitama/koshigaya/cosmos-koshigaya,越谷市,北越谷駅,"￥34,000","￥9,500"
https://www.hituji.jp/comret/info/saitama/soka/sharehouse-hidamari-koshigaya-laketown,草加市,新田駅,"￥20,000","￥14,000"
https://www.hituji.jp/comret/info/saitama/soka/share-ton-souka,草加市,草加駅,"￥32,000","￥14,000"
https://www.hituji.jp/comret/info/saitama/saitama/radomis-residence-omiya,さいたま市,大宮駅,"￥45,000","￥6,600"
https://www.hituji.jp/comret/info/saitama/koshigaya/share-ton-koshigayaminami,越谷市,蒲生駅,"￥32,000","￥14,000"
https://www.hituji.jp/comret/info/saitama/okegawa/share-house-okegawa,桶川市,桶川駅,"￥28,000","￥14,000"
https://www.hituji.jp/comret/info/saitama/warabi/j-and-f-house-warabi,蕨市,蕨駅,"￥32,000","￥15,000"
https://www.hituji.jp/comret/info/saitama/niiza/hestia-country-shinbori,新座市,清瀬駅,"￥20,000","￥15,000"
https://www.hituji.jp/comret/info/saitama/saitama/commuune-urawa-ryoke,さいたま市,北浦和駅,"￥42,000","￥12,000"
https://www.hituji.jp/comret/info/saitama/saitama/first-house-minami-urawa,さいたま市,南浦和駅,"￥45,000","￥20,000"
https://www.hituji.jp/comret/info/saitama/saitama/urban-terrace-minamiurawa,さいたま市,南浦和駅,"￥54,000","￥19,200"
https://www.hituji.jp/comret/info/saitama/saitama/jaf-urawa,さいたま市,浦和駅,"￥60,000","￥17,000"
https://www.hituji.jp/comret/info/saitama/koshigaya/house-zoo-ichibankan,越谷市,蒲生駅, -, -
https://www.hituji.jp/comret/info/saitama/saitama/plum-house-higashi-urawa,さいたま市,東浦和駅, -, -
https://www.hituji.jp/comret/info/saitama/niiza/brocante-hibarigaoka,新座市,ひばりヶ丘駅, -, -
https://www.hituji.jp/comret/info/saitama/kawaguchi/room-shares-mansion-nishi-kawaguchi,川口市,西川口駅, -, -
https://www.hituji.jp/comret/info/saitama/misato/canvas-16,三郷市,三郷駅, -, -
https://www.hituji.jp/comret/info/saitama/asaka/sato,朝霞市,朝霞駅, -, -
https://www.hituji.jp/comret/info/saitama/fujimino/j-house-fujimino,ふじみ野市,ふじみ野駅, -, -
https://www.hituji.jp/comret/info/saitama/kawaguchi/premium-warabi,川口市,蕨駅, -, -
https://www.hituji.jp/comret/info/saitama/koshigaya/j-studio-koshigaya,越谷市,北越谷駅, -, -
https://www.hituji.jp/comret/info/saitama/kawaguchi/sakura-baseland,川口市,新井宿駅, -, -
https://www.hituji.jp/comret/info/saitama/wako/b-voyage,和光市,成増駅, -, -
https://www.hituji.jp/comret/info/saitama/tokorozawa/house-zoo-4bankan,所沢市,西所沢駅, -, -
https://www.hituji.jp/comret/info/saitama/niiza/hello-life-hibarigaoka,新座市,ひばりヶ丘駅, -, -
https://www.hituji.jp/comret/info/saitama/soka/yatsuka-share-house,草加市,谷塚駅, -, -
https://www.hituji.jp/comret/info/saitama/saitama/plays-higashi-urawa,さいたま市,東浦和駅, -, -
https://www.hituji.jp/comret/info/saitama/asaka/asaka-terrace-house,朝霞市,朝霞駅, -, -
https://www.hituji.jp/comret/info/saitama/asaka/bright-asaka,朝霞市,朝霞駅, -, -
https://www.hituji.jp/comret/info/saitama/saitama/momos-house,さいたま市,与野駅, -, -
https://www.hituji.jp/comret/info/saitama/saitama/commune-tokiwa,さいたま市,北浦和駅, -, -
https://www.hituji.jp/comret/info/saitama/toda/gran-toda,戸田市,戸田駅, -, -
