https://www.hituji.jp/comret/info/tokyo/arakawa/bowhouse-minami-senju,荒川区,南千住駅,"￥58,000","￥10,000"
https://www.hituji.jp/comret/info/tokyo/ota/stylio-with-kamiikedai,大田区,西馬込駅,"￥39,000","￥15,000"
https://www.hituji.jp/comret/info/tokyo/ota/ryugujo-apartment,大田区,平和島駅,"￥45,000","￥15,000"
https://www.hituji.jp/comret/info/tokyo/hino/tamadaira-no-mori,日野市,豊田駅,"￥40,000","￥13,000"
https://www.hituji.jp/comret/info/tokyo/sumida/queen-residence-sumiyoshi,墨田区,住吉駅,"￥41,800","￥17,800"
https://www.hituji.jp/comret/info/tokyo/adachi/the-value-shared-hotel,足立区,竹ノ塚駅,"￥43,000","￥17,000"
https://www.hituji.jp/comret/info/tokyo/mitaka/niwaki-mitakadai,三鷹市,三鷹台駅,"￥59,000","￥15,000"
https://www.hituji.jp/comret/info/tokyo/fussa/social-residence-fussa,福生市,福生駅,"￥33,000","￥20,000"
https://www.hituji.jp/comret/info/tokyo/itabashi/rin-tokyo-itabashi,板橋区,板橋本町駅,"￥49,000","￥15,000"
https://www.hituji.jp/comret/info/tokyo/adachi/shareplace-gotanno,足立区,五反野駅,"￥49,000","￥16,500"
https://www.hituji.jp/comret/info/tokyo/adachi/couri-013-nishiarai,足立区,西新井駅,"￥35,000","￥17,000"
https://www.hituji.jp/comret/info/tokyo/itabashi/share-reside-itabashimaenocho,板橋区,志村坂上駅,"￥59,000","￥15,000"
https://www.hituji.jp/comret/info/tokyo/edogawa/arden-higashi-kasai,江戸川区,葛西駅,"￥55,000","￥12,000"
https://www.hituji.jp/comret/info/tokyo/edogawa/couverture-nishi-kasai,江戸川区,西葛西駅,"￥52,000","￥14,000"
https://www.hituji.jp/comret/info/tokyo/edogawa/share-residence-minami-koiwa,江戸川区,小岩駅,"￥38,800","￥17,800"
https://www.hituji.jp/comret/info/tokyo/sumida/couri-005-oshiage,墨田区,曳舟駅,"￥49,000","￥15,000"
https://www.hituji.jp/comret/info/tokyo/tama/amins-seiseki-sakuragaoka,多摩市,聖蹟桜ヶ丘駅,"￥30,000","￥15,000"
https://www.hituji.jp/comret/info/tokyo/musashino/marble-garden-musashi-sakai,武蔵野市,武蔵境駅,"￥48,000","￥12,000"
https://www.hituji.jp/comret/info/tokyo/adachi/kita-senju-park-view,足立区,北千住駅,"￥55,000","￥15,000"
https://www.hituji.jp/comret/info/tokyo/itabashi/share-residence-tokiwadai,板橋区,上板橋駅,"￥48,800","￥17,800"
https://www.hituji.jp/comret/info/tokyo/nakano/craft-pack-nakano,中野区,中野駅,"￥75,000",￥0
https://www.hituji.jp/comret/info/tokyo/koganei/comfort-higashi-koganei,小金井市,東小金井駅,"￥46,000","￥20,000"
